Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
14113,Vistara,UK-993,Delhi,Afternoon,one,Night,Bangalore,Economy,8.08,22,4496
97474,Air_India,AI-503,Bangalore,Evening,one,Afternoon,Mumbai,Economy,19.0,21,6158
55293,GO_FIRST,G8-7536,Mumbai,Afternoon,one,Night,Bangalore,Economy,8.92,16,5102
262062,Vistara,UK-774,Kolkata,Night,one,Evening,Delhi,Business,23.17,15,61583
28909,AirAsia,I5-798,Delhi,Afternoon,one,Evening,Hyderabad,Economy,6.58,2,14040
83599,Vistara,UK-986,Mumbai,Night,one,Morning,Chennai,Economy,11.17,46,3998
145226,Indigo,6E-893,Kolkata,Morning,zero,Morning,Hyderabad,Economy,2.25,26,3129
34805,Indigo,6E-767,Delhi,Night,zero,Late_Night,Hyderabad,Economy,2.17,46,3013
180979,SpiceJet,SG-678,Chennai,Early_Morning,one,Morning,Delhi,Economy,27.17,7,7352
52093,GO_FIRST,G8-2504,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,10.67,46,3324
283409,Vistara,UK-860,Hyderabad,Early_Morning,one,Morning,Kolkata,Business,26.75,11,51819
77579,Indigo,6E-5317,Mumbai,Afternoon,one,Night,Chennai,Economy,9.42,3,16181
256285,Vistara,UK-802,Bangalore,Evening,one,Evening,Hyderabad,Business,25.08,7,56588
4920,Indigo,6E-2154,Delhi,Morning,one,Evening,Mumbai,Economy,8.33,26,2463
266410,Air_India,AI-770,Kolkata,Night,one,Evening,Mumbai,Business,21.5,36,50271
244896,Vistara,UK-852,Bangalore,Morning,one,Evening,Delhi,Business,7.25,2,66411
63486,Indigo,6E-236,Mumbai,Evening,one,Night,Kolkata,Economy,6.58,13,10113
182294,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Delhi,Economy,11.08,16,5206
44059,Vistara,UK-910,Mumbai,Evening,zero,Evening,Delhi,Economy,2.17,8,5943
76903,AirAsia,I5-338,Mumbai,Night,one,Morning,Hyderabad,Economy,12.58,47,2105
170883,Vistara,UK-880,Hyderabad,Afternoon,one,Morning,Kolkata,Economy,20.17,3,19048
85834,Vistara,UK-846,Bangalore,Morning,one,Evening,Delhi,Economy,9.58,11,10744
279793,Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Mumbai,Business,12.25,41,53835
290996,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,13.17,12,64113
216837,Vistara,UK-995,Delhi,Morning,one,Evening,Kolkata,Business,6.5,16,65529
81844,Indigo,6E-5375,Mumbai,Evening,zero,Evening,Chennai,Economy,1.83,34,3000
106917,GO_FIRST,G8-510,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,5.0,31,3943
242409,Vistara,UK-954,Mumbai,Early_Morning,one,Night,Chennai,Business,14.25,15,49613
71175,Vistara,UK-970,Mumbai,Morning,one,Evening,Hyderabad,Economy,11.17,8,9879
165048,AirAsia,I5-766,Hyderabad,Night,two_or_more,Early_Morning,Mumbai,Economy,9.67,46,2250
215703,Air_India,AI-805,Delhi,Evening,one,Evening,Bangalore,Business,22.5,48,42457
72247,Vistara,UK-853,Mumbai,Afternoon,one,Night,Hyderabad,Economy,4.92,16,3334
291012,Vistara,UK-838,Chennai,Night,one,Afternoon,Mumbai,Business,15.5,12,90960
180343,Indigo,6E-882,Hyderabad,Evening,one,Night,Chennai,Economy,4.83,48,1543
275003,Air_India,AI-525,Hyderabad,Early_Morning,one,Afternoon,Delhi,Business,6.92,7,47586
101246,Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,9.5,41,6568
210894,Vistara,UK-706,Delhi,Afternoon,one,Morning,Mumbai,Business,21.83,40,36577
21196,Indigo,6E-6202,Delhi,Morning,one,Evening,Kolkata,Economy,8.0,8,8885
294063,Air_India,AI-539,Chennai,Evening,one,Morning,Bangalore,Business,15.92,14,60260
105105,Indigo,6E-959,Bangalore,Afternoon,one,Night,Kolkata,Economy,8.0,19,3962
126351,Air_India,AI-770,Kolkata,Night,zero,Night,Delhi,Economy,2.5,43,3016
158798,Vistara,UK-880,Hyderabad,Afternoon,one,Morning,Mumbai,Economy,21.75,4,10069
138822,Indigo,6E-563,Kolkata,Morning,one,Evening,Bangalore,Economy,9.5,25,6489
63054,SpiceJet,SG-251,Mumbai,Evening,one,Night,Kolkata,Economy,25.67,11,7412
152477,Indigo,6E-893,Kolkata,Morning,one,Evening,Chennai,Economy,8.25,49,3015
148947,Vistara,UK-776,Kolkata,Evening,one,Evening,Chennai,Economy,26.33,12,13014
32705,Vistara,UK-945,Delhi,Morning,one,Early_Morning,Hyderabad,Economy,20.17,31,5772
250105,Vistara,UK-808,Bangalore,Early_Morning,one,Night,Mumbai,Business,13.25,18,69244
169632,Vistara,UK-830,Hyderabad,Morning,two_or_more,Night,Bangalore,Economy,10.08,40,6461
14155,AirAsia,I5-721,Delhi,Night,zero,Night,Bangalore,Economy,2.83,22,4499
13627,Indigo,6E-2331,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,6.58,20,3831
113611,Air_India,AI-501,Bangalore,Afternoon,one,Night,Hyderabad,Economy,7.25,34,6200
182543,Indigo,6E-5002,Chennai,Morning,zero,Afternoon,Delhi,Economy,2.42,18,3275
148767,Vistara,UK-706,Kolkata,Morning,one,Night,Chennai,Economy,12.5,10,17199
51422,Air_India,AI-888,Mumbai,Evening,zero,Night,Delhi,Economy,2.25,43,2464
94721,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,13.08,6,7750
133058,Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Economy,11.75,35,6067
61631,GO_FIRST,G8-322,Mumbai,Night,one,Early_Morning,Kolkata,Economy,10.75,2,7412
64212,Vistara,UK-988,Mumbai,Night,one,Morning,Kolkata,Economy,12.67,17,5949
171514,Indigo,6E-944,Hyderabad,Night,zero,Night,Kolkata,Economy,2.08,10,7813
14482,AirAsia,I5-783,Delhi,Early_Morning,two_or_more,Evening,Bangalore,Economy,11.92,24,4019
126967,GO_FIRST,G8-532,Kolkata,Morning,one,Night,Delhi,Economy,10.92,46,6512
24838,Indigo,6E-926,Delhi,Evening,one,Late_Night,Kolkata,Economy,5.67,28,5955
17194,Indigo,6E-967,Delhi,Evening,one,Night,Bangalore,Economy,5.08,36,4168
187439,Indigo,6E-6215,Chennai,Evening,one,Late_Night,Delhi,Economy,6.67,49,3361
110010,Indigo,6E-6017,Bangalore,Evening,one,Night,Hyderabad,Economy,4.08,5,7021
51157,Vistara,UK-996,Mumbai,Evening,zero,Night,Delhi,Economy,2.17,42,2339
290962,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Mumbai,Business,9.58,12,49553
146774,Vistara,UK-720,Kolkata,Early_Morning,one,Morning,Hyderabad,Economy,26.5,38,10301
207255,Vistara,UK-673,Delhi,Afternoon,one,Evening,Mumbai,Business,5.0,7,44081
164058,Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,11.5,39,4363
233557,Vistara,UK-944,Mumbai,Afternoon,one,Night,Bangalore,Business,8.0,42,66928
91213,GO_FIRST,G8-118,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.92,36,4500
22798,Air_India,AI-887,Delhi,Early_Morning,one,Night,Kolkata,Economy,16.67,17,5276
117483,Vistara,UK-852,Bangalore,Morning,one,Night,Chennai,Economy,13.58,25,4672
58132,GO_FIRST,G8-331,Mumbai,Morning,one,Afternoon,Bangalore,Economy,3.67,31,4501
177421,Indigo,6E-626,Hyderabad,Afternoon,one,Night,Chennai,Economy,5.67,16,4836
163508,Indigo,6E-5211,Hyderabad,Evening,zero,Night,Mumbai,Economy,1.5,36,3096
46252,Vistara,UK-994,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,19,2339
64077,Air_India,AI-651,Mumbai,Morning,one,Night,Kolkata,Economy,10.25,16,7657
262910,Vistara,UK-774,Kolkata,Night,one,Afternoon,Delhi,Business,16.08,30,66063
255073,Vistara,UK-852,Bangalore,Morning,one,Morning,Kolkata,Business,24.17,36,51817
17287,Indigo,6E-788,Delhi,Afternoon,one,Night,Bangalore,Economy,9.83,36,7761
107244,GO_FIRST,G8-312,Bangalore,Evening,one,Early_Morning,Kolkata,Economy,14.25,33,5902
217021,Air_India,AI-537,Delhi,Evening,one,Morning,Kolkata,Business,18.58,19,47545
70754,Air_India,AI-687,Mumbai,Afternoon,one,Morning,Hyderabad,Economy,18.5,5,7584
180357,Indigo,6E-514,Hyderabad,Afternoon,zero,Afternoon,Chennai,Economy,1.25,48,1788
48962,Vistara,UK-653,Mumbai,Early_Morning,one,Evening,Delhi,Economy,14.33,31,5857
16063,GO_FIRST,G8-530,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,7.17,31,4020
3867,GO_FIRST,G8-713,Delhi,Evening,one,Late_Night,Mumbai,Economy,6.08,21,3330
257879,Vistara,UK-812,Bangalore,Morning,one,Night,Hyderabad,Business,13.17,32,56588
259605,Air_India,AI-610,Bangalore,Evening,one,Morning,Chennai,Business,15.75,18,43865
125760,GO_FIRST,G8-537,Kolkata,Evening,one,Night,Delhi,Economy,7.08,39,5953
14005,GO_FIRST,G8-286,Delhi,Morning,one,Afternoon,Bangalore,Economy,4.33,21,16209
282623,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Bangalore,Business,9.25,43,56702
220119,Vistara,UK-899,Delhi,Afternoon,zero,Evening,Hyderabad,Business,2.25,20,24056
152639,AirAsia,I5-1543,Hyderabad,Afternoon,one,Late_Night,Delhi,Economy,11.0,3,6131
103031,AirAsia,I5-2472,Bangalore,Early_Morning,zero,Morning,Kolkata,Economy,2.5,4,5179
134577,AirAsia,I5-588,Kolkata,Afternoon,one,Night,Mumbai,Economy,7.08,44,3379
146545,Indigo,6E-6172,Kolkata,Night,zero,Late_Night,Hyderabad,Economy,2.17,37,2750
157357,Vistara,UK-876,Hyderabad,Night,one,Evening,Delhi,Economy,22.17,40,6292
270897,Vistara,UK-706,Kolkata,Morning,one,Night,Hyderabad,Business,10.67,15,67497
82846,Indigo,6E-6818,Mumbai,Evening,one,Late_Night,Chennai,Economy,5.67,41,1890
84957,Indigo,6E-415,Bangalore,Morning,one,Afternoon,Delhi,Economy,5.33,6,12528
292597,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,10.83,36,63979
234068,Vistara,UK-988,Mumbai,Night,one,Morning,Bangalore,Business,12.08,48,66928
142874,Air_India,AI-732,Kolkata,Afternoon,two_or_more,Morning,Hyderabad,Economy,22.92,5,12571
191909,Vistara,UK-828,Chennai,Early_Morning,zero,Morning,Mumbai,Economy,2.0,35,2960
143762,Air_India,AI-770,Kolkata,Night,two_or_more,Morning,Hyderabad,Economy,14.0,13,12054
122897,Indigo,6E-6891,Kolkata,Morning,one,Evening,Delhi,Economy,7.42,22,6489
55069,GO_FIRST,G8-351,Mumbai,Morning,one,Evening,Bangalore,Economy,7.67,15,5102
232694,Vistara,UK-930,Mumbai,Early_Morning,one,Night,Bangalore,Business,12.92,32,69168
257935,Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Hyderabad,Business,9.0,33,56588
11084,SpiceJet,SG-8645,Delhi,Evening,one,Morning,Bangalore,Economy,16.67,7,14671
177644,Air_India,AI-543,Hyderabad,Morning,one,Early_Morning,Chennai,Economy,20.0,18,6295
165072,Vistara,UK-894,Hyderabad,Evening,one,Night,Mumbai,Economy,25.75,46,3571
44978,Air_India,AI-681,Mumbai,Evening,one,Night,Delhi,Economy,28.0,12,15183
111571,Vistara,UK-820,Bangalore,Evening,one,Morning,Hyderabad,Economy,15.83,18,6133
45232,GO_FIRST,G8-321,Mumbai,Afternoon,zero,Afternoon,Delhi,Economy,2.25,14,5942
227533,Air_India,AI-639,Mumbai,Morning,one,Night,Delhi,Business,10.83,26,53152
29501,Vistara,UK-963,Delhi,Morning,one,Night,Hyderabad,Economy,12.08,8,9840
22144,Air_India,AI-887,Delhi,Early_Morning,one,Morning,Kolkata,Economy,25.83,13,13410
180986,Indigo,6E-847,Chennai,Evening,one,Night,Delhi,Economy,5.67,7,7877
176702,SpiceJet,SG-732,Hyderabad,Afternoon,zero,Afternoon,Chennai,Economy,1.25,7,4453
276850,Vistara,UK-874,Hyderabad,Morning,one,Evening,Delhi,Business,11.25,42,47395
122846,Vistara,UK-776,Kolkata,Evening,one,Morning,Delhi,Economy,14.5,22,6461
118447,Indigo,6E-541,Bangalore,Morning,zero,Morning,Chennai,Economy,1.08,36,1604
193920,Vistara,UK-822,Chennai,Morning,one,Morning,Bangalore,Economy,23.08,3,14021
230930,Vistara,UK-970,Mumbai,Morning,one,Night,Bangalore,Business,11.67,12,77120
14310,Vistara,UK-811,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.75,23,4501
134498,Vistara,UK-720,Kolkata,Early_Morning,one,Night,Mumbai,Economy,14.83,43,6067
176553,Indigo,6E-413,Hyderabad,Early_Morning,one,Afternoon,Chennai,Economy,9.17,5,4453
155191,GO_FIRST,G8-515,Hyderabad,Morning,one,Evening,Delhi,Economy,9.0,24,6132
250226,Vistara,UK-810,Bangalore,Early_Morning,one,Night,Mumbai,Business,15.83,20,54684
256005,Vistara,UK-802,Bangalore,Evening,one,Morning,Hyderabad,Business,14.83,2,59948
77282,Air_India,AI-687,Mumbai,Afternoon,one,Morning,Hyderabad,Economy,17.92,49,5625
273383,Air_India,AI-763,Kolkata,Early_Morning,one,Evening,Chennai,Business,12.0,19,55983
59554,AirAsia,I5-942,Mumbai,Afternoon,zero,Afternoon,Bangalore,Economy,1.67,39,2124
26491,Indigo,6E-2001,Delhi,Afternoon,one,Night,Kolkata,Economy,5.33,37,6197
259222,Vistara,UK-846,Bangalore,Morning,one,Morning,Chennai,Business,27.33,8,44280
53426,Vistara,UK-958,Mumbai,Afternoon,one,Night,Bangalore,Economy,10.25,5,11307
39308,Indigo,6E-2028,Delhi,Afternoon,one,Night,Chennai,Economy,8.25,27,5918
145555,Air_India,AI-732,Kolkata,Afternoon,two_or_more,Morning,Hyderabad,Economy,21.5,28,6668
141934,Indigo,6E-7115,Kolkata,Evening,one,Night,Bangalore,Economy,5.25,46,3860
38211,Indigo,6E-772,Delhi,Early_Morning,one,Afternoon,Chennai,Economy,8.58,21,4316
247724,Air_India,AI-610,Bangalore,Evening,one,Evening,Delhi,Business,23.08,38,42521
153653,Vistara,UK-898,Hyderabad,Early_Morning,one,Morning,Delhi,Economy,27.0,12,11488
194871,Air_India,AI-672,Chennai,Evening,one,Evening,Bangalore,Economy,26.42,16,7626
75770,GO_FIRST,G8-305,Mumbai,Early_Morning,one,Evening,Hyderabad,Economy,13.08,39,3687
289673,Air_India,AI-569,Chennai,Early_Morning,one,Afternoon,Delhi,Business,5.92,38,45185
229473,Vistara,UK-986,Mumbai,Night,zero,Late_Night,Delhi,Business,2.17,45,22140
26371,Vistara,UK-955,Delhi,Evening,one,Evening,Kolkata,Economy,23.08,36,7221
83389,Indigo,6E-711,Mumbai,Afternoon,one,Night,Chennai,Economy,7.58,44,5131
168196,Vistara,UK-830,Hyderabad,Morning,two_or_more,Night,Bangalore,Economy,12.33,27,6776
201883,Indigo,6E-126,Chennai,Evening,one,Late_Night,Kolkata,Economy,7.67,42,4939
294334,Vistara,UK-836,Chennai,Morning,one,Night,Bangalore,Business,12.58,19,60260
136219,Vistara,UK-708,Kolkata,Night,one,Evening,Bangalore,Economy,20.58,7,11675
40073,Air_India,AI-868,Delhi,Evening,one,Early_Morning,Chennai,Economy,13.33,32,3988
24724,AirAsia,I5-740,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,11.25,28,2480
158468,Air_India,AI-559,Hyderabad,Early_Morning,zero,Morning,Delhi,Economy,2.25,49,2276
143568,AirAsia,I5-552,Kolkata,Early_Morning,two_or_more,Night,Hyderabad,Economy,12.42,12,6487
220243,Vistara,UK-951,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,17.5,22,39377
145410,Vistara,UK-738,Kolkata,Evening,one,Afternoon,Hyderabad,Economy,17.83,27,6075
209580,Vistara,UK-943,Delhi,Early_Morning,zero,Morning,Mumbai,Business,2.25,28,44664
8653,Vistara,UK-833,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.42,43,4691
25807,GO_FIRST,G8-334,Delhi,Early_Morning,one,Night,Kolkata,Economy,15.58,33,6395
51463,Indigo,6E-6222,Mumbai,Morning,one,Afternoon,Delhi,Economy,4.25,43,3991
147318,Air_India,AI-768,Kolkata,Afternoon,one,Night,Hyderabad,Economy,8.08,43,5145
33348,Air_India,AI-439,Delhi,Early_Morning,one,Morning,Hyderabad,Economy,27.83,36,3551
240407,Vistara,UK-986,Mumbai,Night,one,Evening,Hyderabad,Business,18.25,35,45805
159221,Indigo,6E-992,Hyderabad,Evening,one,Late_Night,Mumbai,Economy,7.33,7,15058
183677,Air_India,AI-672,Chennai,Afternoon,one,Night,Delhi,Economy,6.33,25,4494
148798,Indigo,6E-6172,Kolkata,Night,one,Early_Morning,Chennai,Economy,6.58,11,6489
110590,Vistara,UK-852,Bangalore,Morning,one,Night,Hyderabad,Economy,11.42,10,8662
250588,Air_India,AI-501,Bangalore,Afternoon,one,Night,Mumbai,Business,7.92,24,54684
80397,Vistara,UK-996,Mumbai,Evening,one,Morning,Chennai,Economy,15.42,24,4313
187897,Vistara,UK-836,Chennai,Morning,one,Evening,Mumbai,Economy,6.92,5,11069
262854,Vistara,UK-772,Kolkata,Morning,one,Evening,Delhi,Business,7.67,29,66063
203506,Vistara,UK-836,Chennai,Morning,one,Evening,Hyderabad,Economy,9.17,12,11247
173619,Indigo,6E-157,Hyderabad,Early_Morning,one,Morning,Kolkata,Economy,5.75,27,5293
115190,Air_India,AI-501,Bangalore,Afternoon,one,Afternoon,Hyderabad,Economy,23.08,46,10686
95245,Vistara,UK-808,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,6.0,9,11205
189257,GO_FIRST,G8-302,Chennai,Early_Morning,zero,Early_Morning,Mumbai,Economy,1.83,16,3000
109319,Vistara,UK-864,Bangalore,Evening,one,Morning,Kolkata,Economy,14.67,47,6271
34042,Vistara,UK-829,Delhi,Early_Morning,zero,Morning,Hyderabad,Economy,2.17,41,2022
204033,Vistara,UK-836,Chennai,Morning,one,Afternoon,Hyderabad,Economy,25.83,18,4086
97139,Air_India,AI-503,Bangalore,Evening,one,Morning,Mumbai,Economy,15.75,19,6578
42887,AirAsia,I5-787,Delhi,Early_Morning,one,Night,Chennai,Economy,16.25,49,1998
201901,Vistara,UK-838,Chennai,Night,one,Night,Kolkata,Economy,25.67,42,5937
275557,Vistara,UK-878,Hyderabad,Afternoon,one,Night,Delhi,Business,7.75,17,54115
191453,Air_India,AI-9894,Chennai,Morning,one,Night,Mumbai,Economy,12.58,31,4791
98036,Air_India,AI-507,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,10.92,24,5565
120876,Indigo,6E-6324,Kolkata,Early_Morning,zero,Morning,Delhi,Economy,2.58,11,6489
175876,AirAsia,I5-766,Hyderabad,Night,two_or_more,Early_Morning,Kolkata,Economy,10.25,46,2056
83612,Vistara,UK-958,Mumbai,Afternoon,one,Night,Chennai,Economy,10.33,46,4249
273429,Air_India,AI-402,Kolkata,Morning,one,Night,Chennai,Business,13.17,20,55983
9865,Air_India,AI-861,Delhi,Evening,one,Night,Mumbai,Economy,4.5,49,3677
142501,Indigo,6E-321,Kolkata,Morning,one,Evening,Hyderabad,Economy,6.25,1,9634
145394,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Hyderabad,Economy,9.83,27,5760
191158,Air_India,AI-440,Chennai,Early_Morning,one,Evening,Mumbai,Economy,11.83,29,4672
207345,Vistara,UK-871,Delhi,Night,one,Afternoon,Mumbai,Business,17.92,8,41281
220932,Air_India,AI-542,Delhi,Morning,zero,Morning,Hyderabad,Business,2.17,34,23944
209743,Air_India,AI-868,Delhi,Evening,zero,Evening,Mumbai,Business,2.0,30,22152
134954,Indigo,6E-725,Kolkata,Night,one,Early_Morning,Mumbai,Economy,11.5,46,3381
28094,Air_India,AI-767,Delhi,Afternoon,zero,Afternoon,Kolkata,Economy,2.33,46,2903
116416,AirAsia,I5-1228,Bangalore,Early_Morning,zero,Morning,Chennai,Economy,1.0,13,3499
49413,Air_India,AI-675,Mumbai,Early_Morning,one,Night,Delhi,Economy,16.83,33,5798
151842,Vistara,UK-720,Kolkata,Early_Morning,one,Night,Chennai,Economy,15.58,41,5910
118700,Air_India,AI-501,Bangalore,Afternoon,one,Night,Chennai,Economy,10.25,38,7179
265601,Vistara,UK-720,Kolkata,Early_Morning,one,Night,Mumbai,Business,15.67,25,50271
297486,Vistara,UK-834,Chennai,Evening,one,Morning,Kolkata,Business,15.42,36,56273
286684,Vistara,UK-870,Hyderabad,Night,one,Night,Chennai,Business,23.67,30,58282
297011,Vistara,UK-822,Chennai,Morning,one,Morning,Kolkata,Business,23.92,26,54896
278200,Vistara,UK-890,Hyderabad,Evening,one,Night,Mumbai,Business,5.17,17,52570
257434,Vistara,UK-808,Bangalore,Early_Morning,one,Night,Hyderabad,Business,14.92,25,56588
293083,Vistara,UK-836,Chennai,Morning,one,Evening,Mumbai,Business,5.75,44,49553
43822,Air_India,AI-639,Mumbai,Morning,one,Night,Delhi,Economy,14.42,6,12138
54320,GO_FIRST,G8-2601,Mumbai,Early_Morning,two_or_more,Afternoon,Bangalore,Economy,7.92,11,5102
162319,Air_India,AI-541,Hyderabad,Evening,one,Afternoon,Mumbai,Economy,20.58,28,4363
32911,AirAsia,I5-550,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,13.92,33,2050
255906,Vistara,UK-657,Bangalore,Morning,one,Evening,Kolkata,Business,8.08,48,67094
113813,Vistara,UK-854,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,13.42,36,5322
1679,Indigo,6E-2054,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,11,5955
228443,Vistara,UK-877,Mumbai,Morning,one,Night,Delhi,Business,12.08,35,41269
177,Vistara,UK-813,Delhi,Evening,one,Morning,Mumbai,Economy,14.67,2,12150
122309,Vistara,UK-776,Kolkata,Evening,one,Morning,Delhi,Economy,14.5,19,6461
152673,Air_India,AI-9518,Hyderabad,Night,one,Morning,Delhi,Economy,12.17,3,14166
248773,Vistara,UK-820,Bangalore,Evening,one,Evening,Mumbai,Business,22.67,3,70700
26495,Air_India,AI-865,Delhi,Morning,one,Night,Kolkata,Economy,13.0,37,5805
290270,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Delhi,Business,11.08,48,57920
245768,Air_India,AI-501,Bangalore,Afternoon,zero,Afternoon,Delhi,Business,2.58,14,32923
228077,Air_India,AI-774,Mumbai,Night,one,Night,Delhi,Business,24.0,31,59021
3166,GO_FIRST,G8-338,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,18,2410
277310,Air_India,AI-543,Hyderabad,Morning,one,Night,Mumbai,Business,10.25,3,56040
15958,Air_India,AI-467,Delhi,Evening,one,Morning,Bangalore,Economy,17.92,30,6177
100819,Indigo,6E-309,Bangalore,Evening,one,Late_Night,Mumbai,Economy,7.08,39,3957
191867,Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,Economy,15.42,34,5092
196940,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Bangalore,Economy,10.75,40,4755
236251,Vistara,UK-996,Mumbai,Evening,one,Evening,Kolkata,Business,25.08,27,82317
134366,Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Economy,9.83,42,6711
23152,Indigo,6E-282,Delhi,Morning,zero,Afternoon,Kolkata,Economy,2.17,19,3999
194444,SpiceJet,SG-4010,Chennai,Morning,zero,Morning,Bangalore,Economy,1.33,11,3361
16553,Vistara,UK-995,Delhi,Morning,one,Night,Bangalore,Economy,10.58,33,4496
10684,Vistara,UK-985,Delhi,Evening,one,Early_Morning,Bangalore,Economy,12.0,5,10680
114035,Indigo,6E-684,Bangalore,Night,zero,Night,Hyderabad,Economy,1.25,38,1714
83626,Vistara,UK-988,Mumbai,Night,one,Night,Chennai,Economy,23.33,46,4348
162403,Indigo,6E-199,Hyderabad,Early_Morning,zero,Early_Morning,Mumbai,Economy,1.5,29,3096
155358,AirAsia,I5-1543,Hyderabad,Afternoon,one,Late_Night,Delhi,Economy,13.0,26,2228
142100,AirAsia,I5-360,Kolkata,Early_Morning,one,Evening,Bangalore,Economy,9.42,47,3862
194186,Vistara,UK-822,Chennai,Morning,one,Early_Morning,Bangalore,Economy,22.08,7,9105
211968,Air_India,AI-401,Delhi,Early_Morning,one,Night,Mumbai,Business,13.67,49,59033
48182,Vistara,UK-902,Mumbai,Afternoon,zero,Evening,Delhi,Economy,2.33,28,2339
220809,Vistara,UK-943,Delhi,Early_Morning,one,Afternoon,Hyderabad,Business,4.75,31,61889
216717,Vistara,UK-985,Delhi,Evening,one,Morning,Kolkata,Business,13.83,14,73369
253945,Vistara,UK-854,Bangalore,Evening,one,Evening,Kolkata,Business,25.5,19,51817
190191,Indigo,6E-7288,Chennai,Morning,one,Afternoon,Mumbai,Economy,5.5,22,5882
272311,Air_India,AI-773,Kolkata,Evening,one,Night,Hyderabad,Business,27.5,44,49151
198993,GO_FIRST,G8-304,Chennai,Afternoon,one,Night,Kolkata,Economy,9.83,14,12779
265260,Air_India,AI-424,Kolkata,Afternoon,one,Afternoon,Mumbai,Business,23.33,20,50271
28759,Air_India,AI-483,Delhi,Evening,one,Night,Kolkata,Economy,27.33,49,7249
17569,GO_FIRST,G8-338,Delhi,Morning,one,Evening,Bangalore,Economy,9.17,38,4020
297914,Vistara,UK-838,Chennai,Night,one,Morning,Kolkata,Business,12.5,46,55377
119780,Indigo,6E-6785,Kolkata,Morning,one,Afternoon,Delhi,Economy,6.67,1,28382
289522,Vistara,UK-822,Chennai,Morning,one,Evening,Delhi,Business,10.0,35,53440
75221,GO_FIRST,G8-7557,Mumbai,Afternoon,one,Evening,Hyderabad,Economy,7.08,35,5430
182836,AirAsia,I5-517,Chennai,Morning,two_or_more,Late_Night,Delhi,Economy,17.0,20,2477
51520,Vistara,UK-849,Mumbai,Evening,one,Night,Delhi,Economy,6.25,43,6122
11999,Vistara,UK-927,Delhi,Morning,one,Evening,Bangalore,Economy,8.25,12,10680
222523,Vistara,UK-953,Delhi,Night,one,Evening,Chennai,Business,23.25,12,45672
243645,Vistara,UK-986,Mumbai,Night,one,Morning,Chennai,Business,11.17,32,49613
187884,Air_India,AI-430,Chennai,Morning,one,Night,Mumbai,Economy,11.67,5,10643
269297,Vistara,UK-772,Kolkata,Morning,one,Morning,Bangalore,Business,24.33,34,52287
287496,Vistara,UK-874,Hyderabad,Morning,one,Night,Chennai,Business,14.58,47,41314
283147,Vistara,UK-874,Hyderabad,Morning,one,Evening,Kolkata,Business,11.42,5,52726
173499,Indigo,6E-6684,Hyderabad,Night,one,Early_Morning,Kolkata,Economy,7.67,26,5293
207748,Air_India,AI-865,Delhi,Morning,zero,Afternoon,Mumbai,Business,2.17,12,22152
173920,Vistara,UK-874,Hyderabad,Morning,one,Evening,Kolkata,Economy,9.58,29,9501
100815,Air_India,AI-9876,Bangalore,Afternoon,one,Night,Mumbai,Economy,8.67,39,3709
84457,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,4,7487
162222,Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,10.92,27,6912
63513,Indigo,6E-5208,Mumbai,Evening,one,Night,Kolkata,Economy,5.5,13,11456
22792,AirAsia,I5-1529,Delhi,Morning,two_or_more,Late_Night,Kolkata,Economy,16.0,17,5275
